transaction_id,product_id,location_id,transaction_type,quantity,unit_cost,transaction_date,reference_number,created_by_user
TRX-00230,ELE-HELL-2285,DBN-SA-70,TRANSFER,-70,361.57,26-Feb-25,TR-2025-6819,QA
TRX-00231,ELE-UEC-5782,BNG-IN-91,TRANSFER,-38,463.47,26-Mar-25,TR-2025-6293,manager
TRX-00232,CAB-SCC-9497,TOR-CAN-33,TRANSFER,9,85.75,04-Jul-25,TR-2025-9201,admin
TRX-00233,LIG-ULS-5285,SHG-CHN-77,ISSUE,-6,463.47,06-Jun-25,SO-2025-8809,admin
TRX-00234,ELE-PEH-2480,CAI-EGY-15,ISSUE,-80,325.14,09-Aug-25,SO-2025-2317,manager
TRX-00235,ELE-HER-3175,HYD-IN-91,TRANSFER,23,151.28,16-Jul-25,TR-2025-4981,admin
TRX-00236,CAB-UCC-8252,MUN-GER-49,RECEIPT,137,174.13,28-Apr-25,PO-2025-2093,admin
TRX-00237,ELE-DERP-5969,DBN-SA-70,RECEIPT,83,165.02,29-Jun-25,PO-2025-6719,manager
TRX-00238,LIG-PLC-3001,MOS-RUS-92,TRANSFER,-9,151.28,01-Aug-25,TR-2025-7933,QA
TRX-00239,ELE-PER-7223,TOR-CAN-33,ISSUE,-37,151.28,11-May-25,SO-2025-0326,admin
TRX-00240,CAB-PCH-8909,DBN-SA-70,ISSUE,-57,385.05,26-May-25,SO-2025-5993,manager
TRX-00241,LIG-HLCM-4312,JUA-MEX-52,RECEIPT,17,70.3,19-Mar-25,PO-2025-7774,admin
TRX-00242,CAB-UCH-4919,DBN-SA-70,RECEIPT,79,83.65,07-May-25,PO-2025-8019,admin
TRX-00243,LIG-VLH-4354,BNG-IN-91,RECEIPT,104,145.14,05-Apr-25,PO-2025-7627,QA
TRX-00244,CAB-PCCM-1045,BNG-IN-91,TRANSFER,-49,385.05,28-Mar-25,TR-2025-9758,clerk
TRX-00245,ELE-EES-4900,JUA-MEX-52,TRANSFER,31,583.41,21-May-25,TR-2025-2226,clerk
TRX-00246,CAB-UCRP-8556,PAR-FRA-55,TRANSFER,-23,325.14,04-May-25,TR-2025-2846,manager
TRX-00247,ELE-EEC-1594,PAR-FRA-55,ISSUE,-8,518.05,19-Jul-25,SO-2025-7122,clerk
TRX-00248,CAB-SCCM-6609,KAN-USA-1,RECEIPT,126,151.28,29-May-25,PO-2025-0992,manager
TRX-00249,ELE-PES-8672,DBN-SA-70,ISSUE,-94,70.3,27-Apr-25,SO-2025-6305,clerk
TRX-00250,ELE-VEC-9655,TOK-JAP-886,RECEIPT,102,430.64,04-Apr-25,PO-2025-0011,QA
TRX-00251,CAB-DCH-4000,JUA-MEX-52,RECEIPT,54,583.41,09-Jul-25,PO-2025-4062,manager
TRX-00252,ELE-UECM-2703,HYD-IN-91,RECEIPT,21,37.04,25-Feb-25,PO-2025-5183,clerk
TRX-00253,ELE-SEC-2116,MUM-IN-91,RECEIPT,76,447.51,28-May-25,PO-2025-0689,QA
TRX-00254,CAB-VCS-3801,SYD-AUS-81,TRANSFER,-51,385.05,26-May-25,TR-2025-6675,clerk
TRX-00255,ELE-UEC-8979,SYD-AUS-81,TRANSFER,-63,174.13,16-Jun-25,TR-2025-1494,admin
TRX-00256,LIG-ELC-1668,HYD-IN-91,TRANSFER,-34,447.51,20-Mar-25,TR-2025-1035,admin
TRX-00257,LIG-HLS-7307,DBN-SA-70,RECEIPT,13,518.05,17-May-25,PO-2025-1439,QA
TRX-00258,CAB-SCLL-8561,MUN-GER-49,RECEIPT,11,174.13,08-Mar-25,PO-2025-4065,admin
TRX-00259,ELE-HES-5663,TOR-CAN-33,ISSUE,-38,83.65,12-Mar-25,SO-2025-4410,admin
TRX-00260,LIG-PLR-3427,SYD-AUS-81,ISSUE,-60,145.14,04-Jul-25,SO-2025-0443,manager
TRX-00261,LIG-DLC-6719,HYD-IN-91,RECEIPT,57,151.28,16-Jun-25,PO-2025-4119,clerk
TRX-00262,ELE-PER-3055,JUA-MEX-52,TRANSFER,-44,230.61,26-May-25,TR-2025-0376,manager
TRX-00263,CAB-PCC-4515,LON-UK-44,RECEIPT,20,174.13,01-Mar-25,PO-2025-3222,clerk
TRX-00264,LIG-SLS-8587,CAI-EGY-15,ISSUE,-58,70.3,27-Jul-25,SO-2025-4997,admin
TRX-00265,CAB-PCH-7464,KAN-USA-1,TRANSFER,25,70.3,18-Jun-25,TR-2025-1045,manager
TRX-00266,ELE-SER-1714,TOK-JAP-886,ISSUE,-98,70.3,28-Mar-25,SO-2025-3721,clerk
TRX-00267,ELE-EECM-7416,MUN-GER-49,ISSUE,-80,83.65,30-Apr-25,SO-2025-4491,clerk
TRX-00268,CAB-UCR-3301,MOS-RUS-92,RECEIPT,24,165.02,07-Mar-25,PO-2025-3350,manager
TRX-00269,LIG-HLS-9457,HYD-IN-91,TRANSFER,-55,37.04,08-Aug-25,TR-2025-6444,QA
TRX-00270,LIG-ULC-4840,MUM-IN-91,RECEIPT,59,37.04,09-Mar-25,PO-2025-3701,clerk
TRX-00271,ELE-SELL-1101,JUA-MEX-52,TRANSFER,5,174.13,17-Apr-25,TR-2025-7343,admin
TRX-00272,CAB-HCRP-1461,MOS-RUS-92,RECEIPT,136,151.28,22-Jun-25,PO-2025-4822,clerk
TRX-00273,ELE-UEC-5782,MUN-GER-49,TRANSFER,-12,361.57,17-Feb-25,TR-2025-1271,admin
TRX-00274,LIG-VLLL-7411,BNG-IN-91,TRANSFER,-62,463.47,10-Mar-25,TR-2025-9565,manager
TRX-00275,ELE-PER-4151,MOS-RUS-92,TRANSFER,30,85.75,14-Jul-25,TR-2025-8642,clerk
TRX-00276,LIG-ULS-5222,TOK-JAP-886,ISSUE,-87,385.05,08-Apr-25,SO-2025-3524,admin
TRX-00277,ELE-DERP-1870,CAI-EGY-15,TRANSFER,66,27.58,13-Jun-25,TR-2025-8530,admin
TRX-00278,CAB-PCC-4723,JUA-MEX-52,TRANSFER,-8,37.04,19-Jun-25,TR-2025-1831,manager
TRX-00279,LIG-DLRP-2990,PAR-FRA-55,ISSUE,-11,145.14,06-Mar-25,SO-2025-4613,clerk
TRX-00280,CAB-HCC-1231,MUM-IN-91,RECEIPT,75,583.41,28-Jul-25,PO-2025-1408,clerk
TRX-00281,ELE-PELL-2328,CAI-EGY-15,TRANSFER,-8,135.45,04-May-25,TR-2025-2180,manager
TRX-00282,ELE-SEC-5371,LON-UK-44,ISSUE,-20,430.64,27-Jul-25,SO-2025-3873,clerk
TRX-00283,ELE-SERP-8642,MUN-GER-49,TRANSFER,-51,27.58,02-Aug-25,TR-2025-0182,manager
TRX-00284,LIG-ULS-6122,PAR-FRA-55,RECEIPT,16,518.05,19-Feb-25,PO-2025-5995,clerk
TRX-00285,ELE-PER-6577,TOR-CAN-33,ISSUE,-52,145.14,24-Jul-25,SO-2025-3919,QA
TRX-00286,ELE-HEC-6391,MUM-IN-91,TRANSFER,-45,361.57,30-Apr-25,TR-2025-9574,clerk
TRX-00287,LIG-PLR-3623,DBN-SA-70,RECEIPT,130,325.14,14-Mar-25,PO-2025-9103,admin
TRX-00288,ELE-UEH-9223,SHG-CHN-77,TRANSFER,19,37.04,02-Apr-25,TR-2025-6563,admin
TRX-00289,CAB-SCS-9865,TOR-CAN-33,RECEIPT,136,174.13,22-Mar-25,PO-2025-2908,QA
TRX-00290,LIG-ULH-7871,SHG-CHN-77,ISSUE,-31,151.28,03-Jun-25,SO-2025-1228,clerk
TRX-00291,ELE-PERP-5958,SYD-AUS-81,ISSUE,-51,230.61,08-Mar-25,SO-2025-4310,admin
TRX-00292,CAB-DCCM-3890,TOK-JAP-886,ISSUE,-49,135.45,29-Mar-25,SO-2025-2588,admin
TRX-00293,LIG-ELC-5841,KAN-USA-1,TRANSFER,60,447.51,03-Aug-25,TR-2025-8871,clerk
TRX-00294,CAB-VCS-1447,SHG-CHN-77,RECEIPT,22,151.28,19-Apr-25,PO-2025-8098,manager
TRX-00295,ELE-PEH-4958,MUM-IN-91,TRANSFER,31,165.02,17-Mar-25,TR-2025-5391,clerk
TRX-00296,LIG-VLC-6537,KAN-USA-1,ISSUE,-92,135.45,20-Feb-25,SO-2025-1161,manager
TRX-00297,CAB-SCC-8973,MUN-GER-49,ISSUE,-61,447.51,01-Apr-25,SO-2025-3761,QA
TRX-00298,ELE-UEC-8893,MUN-GER-49,TRANSFER,55,47.78,16-Feb-25,TR-2025-5675,QA
TRX-00299,ELE-SELL-1101,HYD-IN-91,ISSUE,-26,430.64,03-Jun-25,SO-2025-2095,admin
TRX-00300,LIG-PLC-8135,TOK-JAP-886,RECEIPT,128,145.14,18-May-25,PO-2025-4134,admin
TRX-00301,ELE-HES-8954,DBN-SA-70,RECEIPT,105,230.61,17-Mar-25,PO-2025-1854,admin
TRX-00302,CAB-PCS-1095,LON-UK-44,ISSUE,-70,165.02,01-May-25,SO-2025-0466,manager
TRX-00303,ELE-PES-2645,BNG-IN-91,ISSUE,-66,37.04,17-Jun-25,SO-2025-7587,admin
TRX-00304,ELE-EEH-4492,JUA-MEX-52,ISSUE,-42,83.65,29-Jul-25,SO-2025-7001,clerk
TRX-00305,CAB-SCS-7166,SHG-CHN-77,RECEIPT,59,145.14,18-Mar-25,PO-2025-3540,manager
TRX-00306,CAB-HCR-6088,LON-UK-44,ISSUE,-66,385.05,12-Apr-25,SO-2025-5974,QA
TRX-00307,ELE-EES-3318,HYD-IN-91,TRANSFER,-25,230.61,24-Feb-25,TR-2025-0665,manager
TRX-00308,LIG-ULH-8466,CAI-EGY-15,TRANSFER,51,463.47,28-May-25,TR-2025-5364,admin
TRX-00309,CAB-PCH-7879,JUA-MEX-52,TRANSFER,14,165.02,15-May-25,TR-2025-9943,clerk
TRX-00310,LIG-HLS-4288,TOK-JAP-886,TRANSFER,57,430.64,29-Jun-25,TR-2025-2209,clerk
TRX-00311,ELE-VECM-9767,JUA-MEX-52,TRANSFER,-25,83.65,09-May-25,TR-2025-0027,admin
TRX-00312,CAB-PCS-7593,PAR-FRA-55,ISSUE,-64,145.14,22-Jun-25,SO-2025-0062,clerk
TRX-00313,ELE-EEC-3276,MOS-RUS-92,TRANSFER,30,430.64,23-Feb-25,TR-2025-8399,manager
TRX-00314,CAB-UCLL-3703,PAR-FRA-55,RECEIPT,149,37.04,05-Aug-25,PO-2025-8820,manager
TRX-00315,LIG-PLC-5858,BNG-IN-91,TRANSFER,-10,47.78,18-Feb-25,TR-2025-1791,admin
TRX-00316,CAB-VCRP-9138,JUA-MEX-52,RECEIPT,140,430.64,01-Aug-25,PO-2025-5869,clerk
TRX-00317,LIG-ULRP-5976,MUM-IN-91,TRANSFER,-64,37.04,24-Jul-25,TR-2025-6589,QA
TRX-00318,CAB-SCCM-4572,TOK-JAP-886,ISSUE,-55,230.61,03-Mar-25,SO-2025-2896,manager
TRX-00319,ELE-EECM-8404,MOS-RUS-92,ISSUE,-62,83.65,20-Jun-25,SO-2025-7872,manager
TRX-00320,CAB-PCC-3927,LON-UK-44,ISSUE,-53,70.3,16-Mar-25,SO-2025-6062,manager
TRX-00321,ELE-SELL-1101,BNG-IN-91,ISSUE,-35,70.3,28-Feb-25,SO-2025-7021,manager
TRX-00322,LIG-HLS-6207,MUM-IN-91,RECEIPT,67,37.04,12-May-25,PO-2025-0242,QA
TRX-00323,CAB-DCH-5483,KAN-USA-1,TRANSFER,57,85.75,01-Jul-25,TR-2025-9960,admin
TRX-00324,LIG-SLLL-9777,HYD-IN-91,ISSUE,-10,430.64,11-Jul-25,SO-2025-3644,manager
TRX-00325,ELE-PES-9011,JUA-MEX-52,RECEIPT,71,463.47,03-May-25,PO-2025-9270,clerk
TRX-00326,LIG-DLC-7606,MUN-GER-49,RECEIPT,117,447.51,18-Mar-25,PO-2025-8356,QA
TRX-00327,ELE-HEC-9767,SHG-CHN-77,RECEIPT,99,135.45,13-Feb-25,PO-2025-1460,manager
TRX-00328,ELE-UECM-2703,MUM-IN-91,TRANSFER,-26,430.64,30-Apr-25,TR-2025-6963,clerk
TRX-00329,LIG-HLC-9144,SYD-AUS-81,ISSUE,-27,430.64,14-Jun-25,SO-2025-7625,manager
TRX-00330,CAB-UCC-9393,DBN-SA-70,ISSUE,-58,47.78,13-Mar-25,SO-2025-7059,admin
TRX-00331,ELE-SEC-1497,DBN-SA-70,ISSUE,-90,230.61,15-Jun-25,SO-2025-1455,QA
TRX-00332,LIG-PLC-1639,DBN-SA-70,TRANSFER,24,230.61,29-May-25,TR-2025-1028,admin
TRX-00333,ELE-HERP-6974,MOS-RUS-92,ISSUE,-80,27.58,26-Jul-25,SO-2025-9265,QA
TRX-00334,ELE-DEH-2427,CAI-EGY-15,RECEIPT,38,47.78,12-Jun-25,PO-2025-2606,manager
TRX-00335,ELE-HES-6969,JUA-MEX-52,RECEIPT,98,583.41,09-Jul-25,PO-2025-9095,manager
TRX-00336,LIG-SLCM-4079,MOS-RUS-92,ISSUE,-85,325.14,21-Feb-25,SO-2025-9058,QA
TRX-00337,ELE-PEH-2480,KAN-USA-1,ISSUE,-67,583.41,25-Feb-25,SO-2025-7542,clerk
TRX-00338,ELE-PEH-4958,MUM-IN-91,ISSUE,-39,47.78,01-May-25,SO-2025-0650,clerk
TRX-00339,ELE-PES-8672,DBN-SA-70,RECEIPT,136,325.14,31-May-25,PO-2025-5867,manager
TRX-00340,CAB-VCLL-5346,JUA-MEX-52,TRANSFER,65,85.75,02-Jun-25,TR-2025-2028,manager
TRX-00341,LIG-VLH-4354,TOK-JAP-886,RECEIPT,115,518.05,13-Jun-25,PO-2025-2674,admin
TRX-00342,CAB-SCH-4757,PAR-FRA-55,RECEIPT,56,85.75,21-Jun-25,PO-2025-2597,manager
TRX-00343,LIG-PLR-3471,LON-UK-44,TRANSFER,-52,385.05,18-May-25,TR-2025-2690,QA
TRX-00344,ELE-EES-5610,LON-UK-44,RECEIPT,53,37.04,12-Feb-25,PO-2025-8993,clerk
TRX-00345,ELE-HEC-2111,MUN-GER-49,ISSUE,-82,463.47,10-Jun-25,SO-2025-4101,clerk
TRX-00346,LIG-HLS-1447,HYD-IN-91,ISSUE,-65,430.64,02-Jun-25,SO-2025-7728,admin
TRX-00347,ELE-DERP-1870,MUN-GER-49,TRANSFER,61,37.04,15-May-25,TR-2025-5888,clerk
TRX-00348,CAB-UCR-3301,HYD-IN-91,RECEIPT,100,70.3,17-Jun-25,PO-2025-9502,clerk
TRX-00349,LIG-PLRP-3588,MOS-RUS-92,TRANSFER,19,27.58,07-May-25,TR-2025-6784,QA
TRX-00350,ELE-SELL-1101,PAR-FRA-55,ISSUE,-71,385.05,01-Mar-25,SO-2025-6853,clerk
TRX-00351,CAB-DCLL-1368,TOK-JAP-886,TRANSFER,21,37.04,15-Jul-25,TR-2025-4659,admin
TRX-00352,ELE-PER-6577,SHG-CHN-77,TRANSFER,-36,85.75,21-May-25,TR-2025-9551,admin
TRX-00353,LIG-ULS-5222,MOS-RUS-92,RECEIPT,145,385.05,18-Jul-25,PO-2025-8216,clerk
TRX-00354,ELE-UER-8458,SYD-AUS-81,ISSUE,-71,583.41,28-May-25,SO-2025-3646,manager
TRX-00355,CAB-SCS-3360,DBN-SA-70,TRANSFER,-51,518.05,16-Apr-25,TR-2025-4521,clerk
TRX-00356,ELE-SER-1573,HYD-IN-91,RECEIPT,46,37.04,02-Apr-25,PO-2025-8642,admin
TRX-00357,ELE-UEH-9223,CAI-EGY-15,TRANSFER,69,37.04,05-Mar-25,TR-2025-9580,admin
TRX-00358,LIG-ULCM-4821,SYD-AUS-81,ISSUE,-53,37.04,15-Feb-25,SO-2025-5145,QA
TRX-00359,CAB-HCRP-6846,CAI-EGY-15,ISSUE,-21,385.05,02-Mar-25,SO-2025-3468,clerk
TRX-00360,LIG-DLH-5797,MUM-IN-91,RECEIPT,11,518.05,06-Mar-25,PO-2025-2757,clerk
TRX-00361,CAB-VCS-9964,TOR-CAN-33,ISSUE,-39,135.45,15-Mar-25,SO-2025-2960,QA
TRX-00362,CAB-SCH-1731,LON-UK-44,TRANSFER,17,583.41,05-Jul-25,TR-2025-4748,admin
TRX-00363,ELE-UEC-5782,CAI-EGY-15,ISSUE,-100,447.51,18-Jun-25,SO-2025-3093,QA
TRX-00364,LIG-ULS-6122,LON-UK-44,RECEIPT,143,447.51,14-Apr-25,PO-2025-1424,manager
TRX-00365,ELE-PEH-2480,MUM-IN-91,RECEIPT,106,174.13,31-Jul-25,PO-2025-8871,clerk
TRX-00366,ELE-SEC-2116,CAI-EGY-15,TRANSFER,20,325.14,08-Mar-25,TR-2025-6944,admin
TRX-00367,LIG-DLC-6719,PAR-FRA-55,TRANSFER,-9,447.51,03-May-25,TR-2025-8198,QA
TRX-00368,ELE-PER-3055,TOR-CAN-33,RECEIPT,128,135.45,25-Feb-25,PO-2025-8076,admin
TRX-00369,ELE-EECM-5473,CAI-EGY-15,TRANSFER,57,230.61,14-Apr-25,TR-2025-6593,manager
TRX-00370,LIG-VLS-5690,KAN-USA-1,RECEIPT,106,230.61,26-May-25,PO-2025-7466,clerk
TRX-00371,ELE-HEH-5911,SYD-AUS-81,TRANSFER,-52,361.57,07-Jun-25,TR-2025-2264,QA
TRX-00372,ELE-HER-3175,HYD-IN-91,ISSUE,-57,135.45,30-May-25,SO-2025-7204,admin
TRX-00373,CAB-PCH-8909,SYD-AUS-81,RECEIPT,118,325.14,27-Feb-25,PO-2025-4184,clerk
TRX-00374,LIG-DLRP-9482,MOS-RUS-92,TRANSFER,-63,27.58,02-May-25,TR-2025-2880,clerk
TRX-00375,ELE-SES-2322,TOK-JAP-886,RECEIPT,149,151.28,07-Jul-25,PO-2025-3578,admin
TRX-00376,ELE-PES-2645,KAN-USA-1,TRANSFER,24,83.65,08-Aug-25,TR-2025-6493,clerk
TRX-00377,ELE-EEC-1594,DBN-SA-70,TRANSFER,-50,135.45,04-Aug-25,TR-2025-6303,clerk
TRX-00378,CAB-HCLL-1597,PAR-FRA-55,ISSUE,-56,47.78,27-Feb-25,SO-2025-9068,QA
TRX-00379,CAB-SCC-9497,KAN-USA-1,RECEIPT,123,430.64,05-May-25,PO-2025-7713,clerk
TRX-00380,LIG-VLLL-7411,BNG-IN-91,ISSUE,-53,430.64,23-May-25,SO-2025-1392,QA
TRX-00381,CAB-SCS-9865,TOR-CAN-33,TRANSFER,-40,165.02,24-Jul-25,TR-2025-2306,clerk
TRX-00382,LIG-HLCM-9594,SYD-AUS-81,TRANSFER,-68,463.47,03-Aug-25,TR-2025-8441,manager
TRX-00383,ELE-EERP-3610,DBN-SA-70,ISSUE,-46,135.45,16-Apr-25,SO-2025-7360,manager
TRX-00384,LIG-SLS-6739,SYD-AUS-81,RECEIPT,59,230.61,05-Jun-25,PO-2025-2565,QA
TRX-00385,ELE-SEC-1497,LON-UK-44,ISSUE,-84,135.45,30-Jul-25,SO-2025-1828,QA
TRX-00386,CAB-UCRP-8556,PAR-FRA-55,TRANSFER,-64,70.3,03-Apr-25,TR-2025-3554,manager
TRX-00387,CAB-PCS-9092,SYD-AUS-81,TRANSFER,-64,447.51,10-May-25,TR-2025-8985,clerk
TRX-00388,ELE-HELL-2285,MUN-GER-49,RECEIPT,26,361.57,09-Jul-25,PO-2025-0671,QA
TRX-00389,CAB-HCC-1231,MUN-GER-49,ISSUE,-18,47.78,15-Jun-25,SO-2025-1434,admin
TRX-00390,CAB-DCR-7490,TOK-JAP-886,ISSUE,-42,385.05,26-Jun-25,SO-2025-5667,clerk
TRX-00391,ELE-UELL-7467,TOR-CAN-33,TRANSFER,-24,27.58,20-Mar-25,TR-2025-7715,clerk
TRX-00392,LIG-ULS-5285,SYD-AUS-81,RECEIPT,34,145.14,17-Jul-25,PO-2025-6705,manager
TRX-00393,ELE-PERP-5958,HYD-IN-91,TRANSFER,-61,385.05,06-Jul-25,TR-2025-8301,QA
TRX-00394,CAB-PCH-1719,KAN-USA-1,TRANSFER,-40,145.14,14-Jul-25,TR-2025-2444,clerk
TRX-00395,ELE-SEC-5371,MUM-IN-91,RECEIPT,110,463.47,05-Aug-25,PO-2025-5195,QA
TRX-00396,LIG-PLC-3001,LON-UK-44,RECEIPT,80,85.75,27-Jul-25,PO-2025-7160,QA
TRX-00397,CAB-VCS-3801,MOS-RUS-92,ISSUE,-76,518.05,19-Feb-25,SO-2025-7329,QA
TRX-00398,ELE-PEH-4958,PAR-FRA-55,TRANSFER,-42,325.14,11-Apr-25,TR-2025-3929,manager
TRX-00399,CAB-UCH-4919,HYD-IN-91,RECEIPT,136,37.04,31-Mar-25,PO-2025-4650,QA
TRX-00400,ELE-HEC-9237,KAN-USA-1,RECEIPT,26,385.05,10-May-25,PO-2025-6695,manager
TRX-00401,LIG-DLS-2315,DBN-SA-70,TRANSFER,-65,518.05,19-Mar-25,TR-2025-2463,admin
TRX-00402,CAB-SCCM-7312,SYD-AUS-81,RECEIPT,55,135.45,23-Mar-25,PO-2025-4242,clerk
TRX-00403,ELE-VEC-8703,HYD-IN-91,ISSUE,-85,385.05,19-Feb-25,SO-2025-9928,clerk
TRX-00404,CAB-PCC-4515,CAI-EGY-15,TRANSFER,-48,518.05,30-Jun-25,TR-2025-7248,admin
TRX-00405,LIG-ULRP-1925,BNG-IN-91,RECEIPT,49,37.04,27-Jun-25,PO-2025-0675,manager
TRX-00406,ELE-SELL-1101,HYD-IN-91,RECEIPT,17,583.41,18-May-25,PO-2025-9345,clerk
TRX-00407,CAB-SCH-7692,MUN-GER-49,ISSUE,-34,165.02,12-May-25,SO-2025-5502,manager
TRX-00408,ELE-UEC-8893,SYD-AUS-81,RECEIPT,55,83.65,27-Jul-25,PO-2025-7394,manager
TRX-00409,ELE-EES-4900,SHG-CHN-77,ISSUE,-58,463.47,06-Jul-25,SO-2025-5651,manager
TRX-00410,CAB-DCCM-3890,HYD-IN-91,RECEIPT,16,70.3,29-Mar-25,PO-2025-9554,admin
TRX-00411,LIG-VLC-6537,PAR-FRA-55,TRANSFER,-55,27.58,13-Jul-25,TR-2025-1843,admin
TRX-00412,ELE-SES-2322,BNG-IN-91,RECEIPT,68,27.58,17-Jul-25,PO-2025-9673,manager
TRX-00413,ELE-PER-6577,SYD-AUS-81,ISSUE,-70,518.05,23-Apr-25,SO-2025-2847,QA
TRX-00414,LIG-PLR-3623,HYD-IN-91,ISSUE,-8,361.57,19-Mar-25,SO-2025-1502,admin
TRX-00415,ELE-PEH-4958,MUM-IN-91,RECEIPT,81,47.78,27-May-25,PO-2025-9693,QA
TRX-00416,CAB-SCLL-8561,CAI-EGY-15,RECEIPT,21,135.45,03-May-25,PO-2025-8199,QA
TRX-00417,ELE-EEC-8768,JUA-MEX-52,RECEIPT,17,463.47,12-May-25,PO-2025-7404,manager
TRX-00418,ELE-PES-2645,MOS-RUS-92,RECEIPT,33,165.02,17-Feb-25,PO-2025-2403,QA
TRX-00419,ELE-HELL-2285,BNG-IN-91,RECEIPT,125,151.28,01-May-25,PO-2025-9394,QA
TRX-00420,ELE-UEC-5782,SHG-CHN-77,TRANSFER,55,83.65,10-Jul-25,TR-2025-8067,QA
TRX-00421,CAB-VCLL-5346,JUA-MEX-52,ISSUE,-20,151.28,05-Jul-25,SO-2025-7643,manager
TRX-00422,ELE-EECM-7416,TOR-CAN-33,ISSUE,-46,83.65,27-Jun-25,SO-2025-8761,manager
TRX-00423,CAB-UCR-3301,BNG-IN-91,RECEIPT,72,165.02,15-Apr-25,PO-2025-8658,admin
TRX-00424,CAB-HCRP-1461,MOS-RUS-92,ISSUE,-58,230.61,10-Apr-25,SO-2025-3027,admin
TRX-00425,LIG-ELC-1668,LON-UK-44,ISSUE,-55,230.61,29-Jul-25,SO-2025-2351,QA
TRX-00426,CAB-UCC-8252,PAR-FRA-55,ISSUE,-12,85.75,19-Mar-25,SO-2025-3179,manager
TRX-00427,CAB-DCCM-8680,KAN-USA-1,TRANSFER,12,463.47,05-Jul-25,TR-2025-8449,manager
TRX-00428,ELE-SEC-2116,BNG-IN-91,ISSUE,-58,145.14,24-Mar-25,SO-2025-5426,QA
TRX-00429,LIG-HLS-7307,SHG-CHN-77,TRANSFER,67,518.05,31-May-25,TR-2025-4939,admin
TRX-00430,ELE-SELL-1101,TOK-JAP-886,TRANSFER,21,463.47,09-Mar-25,TR-2025-3620,manager
TRX-00431,ELE-PERP-5958,MOS-RUS-92,TRANSFER,-7,230.61,27-Apr-25,TR-2025-6984,admin
TRX-00432,LIG-VLS-7914,KAN-USA-1,TRANSFER,-69,165.02,08-Jul-25,TR-2025-3338,QA
TRX-00433,CAB-PCH-7464,SYD-AUS-81,TRANSFER,-22,447.51,19-Mar-25,TR-2025-2834,manager
TRX-00434,LIG-ULH-7871,BNG-IN-91,TRANSFER,-46,174.13,27-Jul-25,TR-2025-8150,QA
TRX-00435,ELE-HES-5663,DBN-SA-70,ISSUE,-41,463.47,29-Mar-25,SO-2025-0567,clerk
TRX-00436,CAB-VCS-1447,DBN-SA-70,ISSUE,-75,27.58,25-May-25,SO-2025-2463,QA
TRX-00437,CAB-PCC-3927,KAN-USA-1,RECEIPT,40,85.75,28-May-25,PO-2025-8842,QA
TRX-00438,ELE-PER-3055,DBN-SA-70,ISSUE,-24,361.57,02-Jun-25,SO-2025-6393,QA
TRX-00439,ELE-UEH-9223,HYD-IN-91,RECEIPT,66,85.75,23-Jul-25,PO-2025-7921,manager
TRX-00440,LIG-SLS-8587,BNG-IN-91,ISSUE,-30,85.75,13-May-25,SO-2025-9856,QA
TRX-00441,ELE-EEH-1982,JUA-MEX-52,RECEIPT,77,583.41,08-Jun-25,PO-2025-4364,QA
TRX-00442,LIG-PLCM-7875,SHG-CHN-77,ISSUE,-71,463.47,27-Feb-25,SO-2025-5613,clerk
TRX-00443,CAB-PCS-1095,MUN-GER-49,RECEIPT,43,145.14,29-Jul-25,PO-2025-5471,manager
TRX-00444,ELE-HEH-1720,CAI-EGY-15,TRANSFER,-55,83.65,18-Mar-25,TR-2025-7263,clerk
TRX-00445,LIG-ELC-1668,MUN-GER-49,ISSUE,-62,27.58,03-Jun-25,SO-2025-6074,QA
TRX-00446,LIG-VLLL-1428,CAI-EGY-15,ISSUE,-49,583.41,21-Mar-25,SO-2025-9979,manager
TRX-00447,ELE-PEH-2480,MUM-IN-91,RECEIPT,29,47.78,30-Mar-25,PO-2025-5954,clerk
TRX-00448,ELE-EEC-1594,MOS-RUS-92,TRANSFER,-47,174.13,12-Apr-25,TR-2025-8216,QA
TRX-00449,CAB-SCS-7166,MUM-IN-91,ISSUE,-90,174.13,20-Mar-25,SO-2025-0063,admin
TRX-00450,ELE-SEC-1497,SHG-CHN-77,RECEIPT,32,135.45,01-Aug-25,PO-2025-8148,clerk
TRX-00451,CAB-SCH-9306,TOK-JAP-886,RECEIPT,44,361.57,19-Jul-25,PO-2025-2137,manager
TRX-00452,ELE-UECM-2703,DBN-SA-70,RECEIPT,64,325.14,03-Apr-25,PO-2025-6891,clerk
TRX-00453,CAB-DCH-5941,SHG-CHN-77,ISSUE,-5,165.02,06-Mar-25,SO-2025-7159,clerk
TRX-00454,LIG-HLR-7050,HYD-IN-91,ISSUE,-69,37.04,02-Aug-25,SO-2025-5806,clerk
TRX-00455,ELE-VECM-9767,TOR-CAN-33,TRANSFER,-21,447.51,23-Jul-25,TR-2025-8547,admin
TRX-00456,CAB-VCRP-9138,DBN-SA-70,ISSUE,-52,430.64,06-Jul-25,SO-2025-0871,manager
TRX-00457,ELE-DERP-5969,DBN-SA-70,ISSUE,-43,230.61,31-May-25,SO-2025-2404,manager
TRX-00458,ELE-PES-8672,SHG-CHN-77,TRANSFER,25,27.58,04-Mar-25,TR-2025-0808,manager
TRX-00459,LIG-DLC-8595,SHG-CHN-77,TRANSFER,8,47.78,09-Apr-25,TR-2025-6425,QA
